time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,cycle,class
42,34.67,1.89,16.67,1.89,18.75,2.49,65,4
43,33.5,3.57,15.0,1.87,14.75,1.79,65,4
44,30.75,1.3,15.0,4.3,19.0,2.45,65,4
45,35.0,6.52,15.75,3.9,13.67,6.13,65,4
46,39.5,3.91,15.75,5.67,17.67,0.47,65,4
47,36.25,3.83,17.0,3.24,13.5,1.12,65,4
48,41.75,2.17,15.75,3.96,13.25,4.97,65,4
49,33.0,3.32,15.0,3.0,19.67,5.44,65,4
50,30.5,4.92,18.25,2.28,16.5,4.72,65,4
51,40.75,7.33,14.5,2.29,17.0,1.73,65,4
52,30.67,6.24,23.25,1.92,18.67,0.94,65,4
53,34.67,4.64,13.33,3.4,17.5,3.77,65,4
54,34.33,8.34,15.0,0.0,16.33,1.25,65,4
55,39.5,5.12,16.0,3.74,16.75,4.76,65,4
56,28.5,9.23,15.5,2.6,17.25,2.86,65,4
57,41.0,3.61,9.25,4.32,12.0,3.94,65,4
58,37.5,3.2,15.75,5.76,13.25,3.77,65,4
59,35.25,3.11,17.25,1.79,12.0,3.67,65,4
60,37.0,3.39,17.33,1.7,15.0,2.94,65,4
61,33.5,2.87,15.5,2.29,19.0,4.06,65,4
62,33.0,3.0,14.0,1.41,12.5,9.18,65,4
63,40.75,5.07,17.5,3.04,15.75,3.42,65,4
64,33.75,3.27,16.5,4.39,7.25,4.87,65,4
65,32.75,5.4,16.5,2.87,13.0,1.58,65,4
66,33.0,14.82,12.75,4.15,10.5,7.53,65,4
67,36.25,2.17,12.25,5.21,16.5,2.87,65,4
68,34.33,3.09,13.25,2.77,13.0,2.16,65,4
69,39.67,2.05,16.5,1.5,12.0,3.0,65,4
70,37.0,0.82,14.67,2.87,9.5,4.39,65,4
71,36.0,3.54,13.5,2.6,14.5,2.6,65,4
72,36.0,6.63,11.0,7.07,15.0,3.0,65,4
73,32.25,0.83,15.5,2.69,17.0,2.92,65,4
74,32.25,4.15,14.5,5.94,12.25,2.17,65,4
75,36.5,11.46,17.75,4.15,15.75,2.28,65,4
76,36.5,2.18,11.5,5.94,14.75,3.9,65,4
77,32.25,8.7,17.75,1.92,14.25,2.77,65,4
78,38.5,3.2,15.75,3.77,19.0,4.58,65,4
79,30.25,7.92,16.0,1.22,19.5,2.06,65,4
80,28.5,1.5,12.5,6.5,17.5,0.5,65,4
81,35.83,4.02,17.8,2.04,16.17,4.81,65,4
82,37.5,1.5,20.75,1.09,15.5,4.72,65,4
83,39.5,4.09,18.25,0.43,17.0,6.36,65,4
84,35.5,6.18,19.67,1.25,18.0,0.0,65,4
85,29.75,2.17,17.25,3.9,19.75,1.79,65,4
86,36.75,5.93,15.75,3.9,15.75,3.27,65,4
87,29.75,4.6,18.5,6.34,13.25,5.72,65,4
88,33.5,3.35,19.0,3.08,11.0,5.89,65,4
89,36.67,5.15,18.25,3.11,15.75,7.15,65,4
90,35.25,5.36,10.75,4.38,17.5,2.5,65,4
91,24.33,2.36,14.75,1.64,21.33,2.49,65,4
92,35.25,8.26,15.0,2.45,20.5,2.6,65,4
93,39.75,1.3,19.25,5.07,13.0,6.12,65,4
94,35.33,3.3,18.0,0.82,19.25,3.03,65,4
95,40.8,4.07,11.8,4.79,14.75,1.92,65,4
96,28.33,1.25,13.33,0.94,23.5,3.57,65,4
97,35.25,2.59,14.25,4.44,17.0,2.74,65,4
98,41.33,3.3,13.67,8.34,14.25,5.76,65,4
99,33.5,5.22,19.25,2.38,13.0,5.83,65,4
100,32.75,6.34,15.75,4.44,17.5,4.61,65,4
101,42.75,3.11,16.75,3.03,17.25,3.27,65,4
102,32.25,2.86,18.5,3.04,19.0,1.73,65,4
103,32.25,4.92,17.0,2.35,18.0,0.71,65,4
104,36.5,2.69,17.0,3.56,17.75,1.09,65,4
105,35.5,3.91,20.67,0.47,17.67,2.05,65,4
106,36.5,6.1,19.33,1.7,11.0,5.72,65,4
107,43.5,6.18,14.75,3.7,14.25,5.36,65,4
108,35.5,1.5,14.25,2.49,20.5,0.87,65,4
109,37.5,2.6,14.25,6.3,15.75,2.86,65,4
110,40.25,6.02,15.0,3.67,13.5,3.35,65,4
111,36.0,0.0,15.75,3.34,12.0,0.0,65,4
112,27.0,9.9,7.25,4.82,12.0,3.54,65,4
113,42.5,3.2,14.5,0.87,16.25,1.3,65,4
114,26.75,6.26,16.75,1.92,15.5,4.97,65,4
115,30.67,4.11,13.67,1.25,17.75,2.38,65,4
116,35.25,6.76,14.25,4.92,14.0,3.67,65,4
117,34.5,3.35,13.0,4.47,17.25,0.83,65,4
118,34.5,2.06,17.0,3.74,17.0,3.74,65,4
119,36.25,4.6,11.75,3.7,16.5,3.57,65,4
120,28.0,3.94,11.25,4.49,12.5,1.8,65,4
121,28.5,5.41,16.33,4.11,17.33,5.19,65,4
122,39.5,6.54,16.33,1.25,16.0,0.82,65,4
123,31.75,2.49,16.0,0.0,14.5,3.5,65,4
124,38.0,2.16,14.0,1.41,17.33,3.77,65,4
125,37.67,4.92,12.0,2.45,12.5,7.26,65,4
126,31.5,4.56,18.0,3.54,19.75,3.27,65,4
127,26.0,2.35,15.25,1.3,16.5,6.22,65,4
128,40.5,6.18,16.5,2.87,20.75,1.64,65,4
129,35.0,2.12,20.75,2.95,16.0,3.24,65,4
130,34.25,9.01,13.0,4.42,9.75,2.38,65,4
131,37.75,8.79,19.0,2.74,15.25,4.6,65,4
132,30.25,2.05,11.5,5.85,13.0,1.41,65,4
133,29.0,3.39,19.0,3.61,15.67,3.86,65,4
134,36.75,2.49,14.33,5.56,11.0,1.41,65,4
135,36.0,0.0,15.0,3.94,9.33,4.19,65,4
136,32.75,9.42,6.67,4.11,12.0,1.63,65,4
137,40.0,3.74,14.33,1.7,14.0,2.12,65,4
138,28.25,4.55,11.25,0.43,16.0,1.58,65,4
139,31.25,5.76,15.5,3.5,13.25,1.79,65,4
140,38.0,8.4,13.75,2.49,16.5,1.12,65,4
141,37.75,1.3,18.5,4.56,13.25,2.77,65,4
142,38.75,3.63,19.25,1.79,14.5,3.35,65,4
143,33.0,6.48,16.33,4.19,17.75,4.6,65,4
144,31.0,4.85,19.0,3.27,11.25,7.6,65,4
145,27.0,7.65,15.5,6.18,16.75,4.38,65,4
146,41.25,4.44,14.25,1.92,15.5,5.12,65,4
147,37.75,1.3,17.0,0.82,13.25,5.02,65,4
148,39.75,2.49,13.33,3.86,8.0,7.0,65,4
149,39.75,6.76,13.0,3.56,20.33,4.5,65,4
150,31.5,6.18,21.33,0.94,16.0,5.72,65,4
151,30.0,4.24,15.5,2.69,9.5,3.5,65,4
152,44.0,3.74,16.67,1.7,14.5,6.42,65,4
153,38.67,0.47,19.67,3.68,19.0,1.22,65,4
154,39.75,1.3,13.75,3.7,18.25,2.95,65,4
155,40.75,2.28,15.25,1.79,16.5,3.2,65,4
156,33.25,4.76,14.75,2.17,15.5,4.15,65,4
157,26.5,4.5,16.75,3.27,19.5,4.39,65,4
158,38.5,6.98,17.0,5.66,15.67,3.3,65,4
159,37.33,1.89,20.25,1.92,20.33,1.7,65,4
160,39.2,2.56,18.75,1.92,14.8,4.96,65,4
161,35.33,5.73,17.67,2.62,21.67,1.7,65,4
162,30.0,0.0,12.75,3.96,13.0,2.45,65,4
163,26.67,2.62,14.75,1.92,17.0,4.32,65,4
164,39.0,4.24,18.33,3.09,15.75,2.38,65,4
165,34.25,3.49,13.5,3.84,15.75,4.32,65,4
166,35.0,3.54,14.75,1.48,11.75,6.91,65,4
167,36.25,6.8,13.5,6.69,12.0,3.56,65,4
168,32.75,3.7,18.25,3.9,18.25,3.63,65,4
169,25.5,3.35,12.75,6.5,10.0,1.22,65,4
170,36.75,6.02,17.5,1.66,15.25,2.49,65,4
171,33.75,5.4,16.75,4.09,8.5,4.72,65,4
172,33.75,3.27,18.25,2.77,17.25,5.36,65,4
173,39.0,2.45,19.0,2.94,18.5,2.6,65,4
174,34.5,2.06,18.25,2.59,16.5,3.35,65,4
175,24.5,7.4,15.0,1.87,21.0,1.87,65,4
176,39.5,5.12,17.0,3.67,20.0,3.24,65,4
177,31.0,2.92,18.0,3.67,21.25,1.09,65,4
178,35.0,3.67,17.0,4.69,13.75,5.76,65,4
179,33.5,2.5,15.0,3.0,15.5,3.5,65,4
180,33.0,4.9,16.5,3.2,18.2,4.4,65,4
181,31.75,2.95,16.75,5.85,18.0,1.41,65,4
182,42.33,4.64,21.25,1.92,13.33,4.19,65,4
183,37.5,1.5,22.5,1.12,12.5,5.36,65,4
184,36.75,4.82,19.5,1.5,14.5,8.44,65,4
185,36.5,7.57,15.25,1.79,18.75,4.09,65,4
186,33.0,0.0,13.5,0.5,16.25,3.03,65,4
187,34.0,2.0,18.75,0.83,21.25,3.27,65,4
188,36.5,6.18,13.0,1.22,14.25,2.49,65,4
189,38.25,0.43,12.5,4.5,13.25,5.21,65,4
190,37.5,1.12,15.5,2.5,18.25,3.7,65,4
191,36.0,4.74,15.67,3.09,17.5,4.77,65,4
192,24.75,7.4,16.0,4.55,21.0,2.16,65,4
193,38.33,3.3,17.0,5.1,13.67,4.64,65,4
194,41.25,3.56,18.25,2.49,21.0,2.12,65,4
195,35.0,4.53,16.0,2.0,18.0,6.38,65,4
196,37.5,3.57,16.75,2.77,12.0,4.06,65,4
197,35.25,3.34,18.75,2.49,18.0,3.67,65,4
198,30.33,0.47,15.75,4.44,17.33,2.87,65,4
199,37.5,1.5,16.75,2.17,14.67,0.47,65,4
200,43.0,2.55,16.75,2.68,20.5,2.6,65,4
201,35.0,2.16,16.0,1.41,19.0,4.12,65,4
202,38.25,4.82,15.0,6.96,12.5,8.44,65,4
203,37.25,5.89,13.25,5.12,19.0,3.67,65,4
204,29.25,3.27,15.0,4.47,15.75,3.34,65,4
205,37.5,6.54,13.25,3.7,14.75,3.03,65,4
206,38.25,3.9,15.5,3.64,16.75,2.28,65,4
207,33.75,2.86,16.0,3.61,15.25,3.34,65,4
208,39.75,3.11,18.25,2.77,10.25,3.42,65,4
209,33.25,5.17,12.5,4.03,19.5,1.5,65,4
210,27.5,4.15,10.0,6.16,14.33,0.94,65,4
211,31.33,5.44,12.25,3.9,13.0,7.48,65,4
212,37.75,2.49,17.0,1.58,13.75,5.07,65,4
213,31.67,0.47,10.67,4.19,12.75,1.3,65,4
214,37.33,1.25,14.33,4.78,16.25,1.09,65,4
215,31.75,1.3,14.0,1.58,19.75,4.32,65,4
216,30.67,5.56,15.67,2.05,21.25,1.64,65,4
217,32.75,7.12,16.5,5.5,19.0,2.74,65,4
218,40.75,3.96,10.25,2.17,17.5,3.77,65,4
219,38.75,0.43,13.5,2.6,20.75,6.38,65,4
220,39.5,2.6,16.5,2.06,15.25,2.49,65,4
221,34.25,8.95,12.75,4.44,15.0,4.24,65,4
222,28.25,3.7,16.5,4.5,19.0,2.45,65,4
223,39.0,3.67,14.75,7.4,17.0,2.12,65,4
224,39.0,1.87,20.25,1.92,16.25,3.03,65,4
225,37.5,2.69,13.0,4.32,19.0,0.71,65,4
226,39.0,4.95,17.67,4.03,10.0,4.24,65,4
227,31.75,3.03,13.0,1.41,15.67,6.85,65,4
228,26.0,5.35,15.75,3.96,19.0,2.16,65,4
229,35.5,6.06,11.75,5.58,20.25,0.83,65,4
230,38.0,1.87,14.0,3.54,22.0,1.41,65,4
231,36.33,0.47,13.67,5.79,18.0,2.45,65,4
232,38.0,1.58,14.75,2.38,15.25,0.43,65,4
233,36.5,5.5,16.0,2.83,11.5,5.22,65,4
234,27.0,5.79,15.0,4.3,12.5,2.18,65,4
235,36.0,6.36,12.25,4.55,11.75,4.6,65,4
236,34.5,1.5,13.25,5.54,14.25,2.77,65,4
237,39.0,2.12,16.5,5.12,6.0,0.82,65,4
238,37.5,5.94,12.75,3.83,13.0,6.16,65,4
239,38.25,3.9,15.25,1.79,17.5,2.29,65,4
240,32.5,2.29,13.5,4.5,17.0,3.24,65,4
241,32.5,7.09,15.25,0.43,10.25,7.05,65,4
242,36.75,1.3,15.75,3.34,18.25,2.17,65,4
243,35.25,3.34,17.25,5.4,19.75,2.17,65,4
244,35.0,8.09,13.75,1.92,15.75,6.42,65,4
245,32.75,6.76,15.0,2.45,21.0,4.24,65,4
246,27.25,3.7,19.5,2.29,18.25,2.05,65,4
247,29.0,1.41,14.5,4.97,22.67,1.89,65,4
248,27.5,10.36,16.5,5.32,12.0,7.04,65,4
249,32.0,5.1,13.67,2.36,18.0,2.94,65,4
250,33.5,9.86,10.75,4.38,16.0,4.06,65,4
251,33.75,6.76,14.25,4.02,19.5,4.5,65,4
252,24.75,3.9,15.25,2.38,17.0,2.35,65,4
253,29.25,12.07,16.5,1.66,15.75,3.56,65,4
254,37.5,1.12,13.0,7.25,14.0,2.45,65,4
255,37.5,1.5,18.0,0.82,17.0,1.63,65,4
256,38.5,8.38,15.25,2.49,17.0,5.0,65,4
257,30.0,2.55,10.5,3.35,19.75,4.55,65,4
258,29.75,9.34,13.33,2.87,22.0,1.41,65,4
259,39.75,3.77,16.0,6.32,18.8,2.4,65,4
260,37.25,1.64,22.0,2.83,20.0,1.41,65,4
261,38.25,4.92,14.25,5.54,15.75,3.56,65,4
262,33.33,8.26,10.75,6.06,18.33,4.19,65,4
263,24.0,9.95,14.0,2.12,14.0,3.81,65,4
264,34.25,4.6,16.25,5.21,15.5,3.35,65,4
265,38.5,2.29,19.5,2.6,14.25,3.63,65,4
266,38.25,1.3,19.75,4.6,17.0,3.74,65,4
267,39.33,2.05,22.67,1.25,18.75,5.54,65,4
268,36.75,1.92,18.0,2.24,18.25,3.27,65,4
269,29.25,7.79,12.5,4.03,16.5,0.87,65,4
270,31.0,7.81,8.75,5.07,20.0,4.9,65,4
271,41.0,4.42,13.0,1.41,12.33,2.05,65,4
272,39.75,1.3,14.75,4.21,13.75,2.86,65,4
273,42.0,2.74,16.6,3.83,14.4,3.72,65,4
274,34.25,4.6,18.0,2.94,17.67,6.34,65,4
275,23.5,9.84,13.0,3.39,19.5,3.28,65,4
276,28.33,3.09,15.25,2.17,13.0,1.63,65,4
277,36.0,4.9,13.25,4.15,16.33,1.48,65,4
278,24.0,4.9,16.0,3.24,14.67,2.36,65,4
279,27.33,12.26,16.0,2.83,14.0,9.51,65,4
280,33.25,4.55,16.0,2.74,15.25,2.17,65,4
281,32.0,1.22,16.75,1.79,17.0,3.46,65,4
282,29.75,4.09,15.0,2.55,19.5,3.2,65,4
283,38.5,3.77,15.25,1.79,16.25,4.49,65,4
284,37.0,2.92,10.75,3.42,11.25,6.87,65,4
285,38.25,7.76,13.25,4.02,16.5,4.5,65,4
286,36.5,7.09,17.75,1.92,17.0,2.74,65,4
287,28.5,2.96,16.5,4.5,17.25,1.79,65,4
288,38.0,3.67,14.33,3.3,14.0,0.82,65,4
289,37.0,0.82,13.25,3.9,14.67,2.05,65,4
290,39.0,3.0,12.75,3.27,19.75,1.09,65,4
291,38.25,8.58,11.25,2.86,18.25,2.95,65,4
292,31.5,5.32,17.5,2.5,18.25,3.63,65,4
293,31.5,3.35,17.0,3.24,17.0,0.71,65,4
294,42.75,2.17,16.75,2.77,10.25,4.21,65,4
295,38.33,1.7,19.0,0.82,7.25,5.31,65,4
296,38.0,3.24,18.0,2.12,13.25,3.49,65,4
297,41.0,4.06,12.25,3.56,17.25,3.77,65,4
298,35.5,7.3,16.0,2.35,14.25,1.3,65,4
299,32.25,8.04,19.75,2.77,11.5,3.5,65,4
300,43.5,1.12,12.75,4.66,16.25,1.3,65,4
301,41.75,2.49,16.5,5.02,16.5,2.69,65,4
302,46.25,1.79,13.5,5.68,16.25,4.87,65,4
303,34.0,6.36,17.0,4.0,21.5,1.5,65,4
304,36.0,3.67,19.25,2.68,18.75,2.59,65,4
305,40.25,9.5,17.0,3.0,19.25,3.77,65,4
306,45.25,1.64,23.25,1.3,21.25,3.9,65,4
307,34.25,9.42,16.25,2.68,13.0,2.74,65,4
308,37.25,10.26,16.0,3.61,14.33,2.62,65,4
309,30.75,3.9,18.67,1.7,19.25,2.77,65,4
310,37.75,4.02,13.25,3.7,12.25,4.44,65,4
311,36.0,2.12,17.0,9.9,18.33,4.5,65,4
312,39.0,2.0,18.0,2.0,14.0,1.0,65,4
313,33.0,2.55,14.5,4.33,16.5,5.32,65,4
314,30.75,6.14,17.25,1.3,14.25,3.27,65,4
315,31.33,3.68,16.67,3.3,14.75,4.32,65,4
316,41.0,5.05,17.25,3.77,20.5,2.6,65,4
317,33.5,2.87,20.0,3.74,17.75,1.64,65,4
318,34.5,2.6,14.5,6.58,18.0,4.64,65,4
319,33.25,5.89,21.25,2.17,13.75,6.61,65,4
320,29.25,3.9,15.5,4.5,16.75,4.21,65,4
321,38.25,3.96,15.67,1.7,17.67,2.05,65,4
322,38.75,1.79,19.0,1.22,16.5,4.5,65,4
323,35.0,3.39,12.75,1.92,18.5,0.5,65,4
324,33.67,6.02,13.5,2.06,12.67,1.25,65,4
325,36.67,4.11,14.67,2.49,16.0,3.39,65,4
326,23.67,2.87,21.67,0.47,14.0,3.61,65,4
327,31.75,6.14,13.5,4.97,13.0,2.74,65,4
328,41.0,4.06,14.25,1.48,14.25,1.92,65,4
329,35.75,3.83,13.75,2.95,14.0,2.0,65,4
330,40.75,2.95,16.25,2.28,15.75,3.83,65,4
331,31.75,4.92,13.0,1.0,12.25,1.79,65,4
332,27.5,2.87,10.5,1.5,17.5,1.12,65,4
333,37.0,6.71,14.0,4.06,17.75,0.43,65,4
334,38.0,6.0,18.75,2.28,18.5,2.69,65,4
335,33.75,2.28,17.25,3.9,17.25,3.56,65,4
336,39.0,1.87,20.5,2.06,16.25,2.38,65,4
337,32.75,7.36,13.0,1.22,19.75,3.49,65,4
338,30.0,3.46,17.0,1.41,14.67,4.03,65,4
339,29.0,3.74,13.5,2.06,21.33,2.49,65,4
340,41.67,2.49,16.75,4.71,14.33,4.5,65,4
341,35.67,4.03,21.33,0.47,18.0,0.0,65,4
342,39.25,6.1,19.75,1.09,9.25,5.31,65,4
343,31.5,8.2,15.0,4.24,22.0,5.96,65,4
344,26.25,5.36,16.5,2.06,19.75,1.64,65,4
345,31.5,3.2,13.5,4.03,20.25,2.86,65,4
346,36.75,3.11,15.5,5.59,13.0,2.74,65,4
347,38.5,1.66,12.67,3.3,13.5,3.35,65,4
348,43.5,4.39,18.5,4.39,14.75,2.95,65,4
349,30.25,1.09,12.5,2.87,13.0,7.31,65,4
350,32.0,5.48,14.25,2.49,21.5,5.59,65,4
351,37.0,5.43,15.75,3.27,14.75,6.46,65,4
352,30.0,5.34,21.0,4.24,13.0,3.27,65,4
353,32.25,7.15,19.0,1.22,12.75,4.71,65,4
354,45.33,2.49,13.25,0.83,17.67,4.03,65,4
355,25.5,2.6,15.75,3.77,20.0,2.92,65,4
356,31.25,1.3,12.75,3.9,14.75,1.79,65,4
357,37.33,3.3,12.67,3.4,15.75,1.92,65,4
358,35.0,7.0,15.0,3.39,10.5,4.72,65,4
359,29.5,5.94,18.25,1.48,13.75,2.95,65,4
360,37.75,7.12,16.0,3.67,13.0,4.06,65,4
361,35.75,7.26,16.0,2.0,15.0,3.24,65,4
362,28.0,5.74,15.25,4.66,15.75,2.49,65,4
363,32.67,9.18,15.0,2.16,14.25,3.9,65,4
364,31.25,4.76,18.33,1.7,19.0,0.82,65,4
365,32.0,5.34,12.0,5.61,18.0,2.12,65,4
366,43.0,4.08,14.0,2.12,16.0,3.27,65,4
367,29.5,2.69,12.67,3.3,21.0,1.87,65,4
368,26.75,2.17,11.75,5.49,14.25,3.77,65,4
369,35.67,2.05,13.67,2.62,15.67,2.62,65,4
370,38.0,5.1,16.5,2.29,14.5,0.5,65,4
371,32.67,4.5,16.5,1.5,15.0,6.82,65,4
372,40.25,4.6,11.25,3.03,14.5,4.03,65,4
373,36.5,7.09,10.25,4.21,17.5,3.84,65,4
374,29.5,1.66,9.75,5.07,12.75,5.26,65,4
375,34.25,7.85,15.5,4.82,12.0,4.18,65,4
376,34.75,5.07,17.5,4.15,15.25,3.96,65,4
377,31.25,3.49,13.5,2.06,15.5,3.57,65,4
378,38.5,3.04,14.5,1.5,18.0,3.94,65,4
379,28.0,6.44,12.0,5.52,18.25,2.86,65,4
380,29.75,0.43,16.25,2.95,19.0,5.0,65,4
381,41.5,4.77,16.0,3.56,22.0,1.41,65,4
382,36.25,2.17,19.5,1.12,19.0,1.58,65,4
383,37.0,5.1,13.0,4.06,11.67,2.05,65,4
384,40.0,5.1,14.5,3.57,9.67,6.94,65,4
385,26.67,1.7,18.0,2.45,17.0,6.6,65,4
386,24.75,6.83,18.5,1.5,19.75,1.92,65,4
387,41.25,3.9,11.75,5.36,16.5,3.64,65,4
388,28.5,8.67,19.25,4.44,19.0,1.41,65,4
389,34.0,9.03,12.75,5.4,17.0,4.53,65,4
390,36.75,5.76,15.5,4.5,19.0,3.24,65,4
391,30.5,2.29,17.5,0.87,18.75,2.77,65,4
392,29.75,6.46,17.0,3.39,17.75,5.63,65,4
393,35.25,4.44,14.33,0.94,5.5,1.5,65,4
394,28.33,3.4,20.75,2.77,8.67,2.87,65,4
395,36.25,2.17,14.25,1.79,14.75,3.56,65,4
396,40.0,9.27,19.0,1.41,14.25,6.14,65,4
397,26.5,2.5,16.0,2.45,13.25,7.15,65,4
398,29.0,4.18,14.5,4.15,14.25,5.76,65,4
399,40.5,2.6,17.75,2.77,12.25,4.21,65,4
400,35.25,2.59,14.25,2.49,15.5,2.6,65,4
401,39.75,4.44,13.75,3.77,19.0,3.81,65,4
402,33.5,9.34,17.5,2.69,12.0,1.87,65,4
403,35.5,2.87,15.0,4.3,16.0,2.16,65,4
404,40.5,4.72,17.25,3.03,17.25,3.9,65,4
405,37.25,7.43,10.0,5.39,12.0,5.87,65,4
406,33.25,4.76,13.75,6.3,7.33,4.5,65,4
407,41.5,2.87,13.25,5.76,14.33,3.86,65,4
408,35.75,5.07,10.75,3.11,13.5,5.02,65,4
409,34.0,2.74,11.33,3.09,12.33,4.5,65,4
410,34.5,7.5,14.0,4.55,14.0,3.74,65,4
411,34.5,7.5,14.0,4.55,14.0,3.74,65,4
412,39.07,5.22,15.5,3.55,14.92,5.66,65,4
413,39.07,5.22,15.5,3.55,14.92,5.66,65,4
414,31.0,2.45,17.25,1.92,10.75,2.77,65,4
415,28.5,5.32,13.75,5.31,14.0,7.18,65,4
416,37.0,7.48,14.0,4.36,8.67,2.62,65,4
417,36.33,0.47,16.67,2.36,15.75,4.09,65,4
418,39.0,2.45,22.67,1.25,16.33,3.09,65,4
419,41.0,2.12,15.25,4.97,16.5,5.41,65,4
420,34.33,3.09,16.33,1.7,21.0,2.12,65,4
421,27.75,3.49,14.0,1.41,15.25,2.17,65,4
422,40.5,6.69,19.0,4.06,16.75,3.56,65,4
423,34.75,1.79,9.75,5.93,22.75,1.3,65,4
424,38.0,5.15,17.25,2.59,20.67,2.05,65,4
425,39.0,5.52,15.0,2.74,19.33,1.7,65,4
426,33.0,1.87,13.75,3.7,15.0,3.94,65,4
427,32.5,3.77,18.0,2.45,16.0,2.83,65,4
428,37.0,7.11,18.0,2.12,17.75,3.27,65,4
429,33.75,2.49,12.75,4.21,21.75,2.49,65,4
430,40.0,6.2,10.75,6.14,15.0,3.54,65,4
431,36.67,8.06,17.25,2.17,17.67,1.25,65,4
432,32.0,1.41,14.75,3.49,18.33,2.05,65,4
433,34.75,2.17,16.0,5.79,23.5,3.04,65,4
434,43.0,5.72,14.33,4.5,22.75,0.83,65,4
435,39.0,1.41,18.0,2.45,17.75,2.28,65,4
436,43.0,3.74,19.0,2.83,16.0,2.92,65,4
437,38.4,5.16,16.4,3.2,14.5,3.04,65,4
438,34.5,4.03,13.25,3.27,20.25,2.05,65,4
439,37.67,0.94,16.33,3.3,17.0,3.08,65,4
440,37.75,3.56,15.75,1.92,10.0,4.18,65,4
441,36.75,1.3,16.0,3.46,12.75,3.34,65,4
442,42.75,3.56,19.25,1.09,16.0,2.35,65,4
443,34.75,10.54,20.25,1.3,12.25,4.26,65,4
444,24.5,8.14,15.33,2.05,17.0,2.45,65,4
445,35.25,5.54,13.75,5.07,13.75,1.92,65,4
446,36.25,5.36,17.25,3.27,17.0,0.71,65,4
447,32.0,2.83,9.0,2.83,20.33,0.47,65,4
448,38.67,0.47,10.0,4.0,17.0,4.74,65,4
449,40.0,5.74,11.25,4.15,13.5,4.39,65,4
450,28.25,6.1,16.25,2.68,18.5,3.77,65,4
451,29.0,5.34,16.75,3.03,16.25,3.49,65,4
452,38.75,5.72,17.0,4.74,18.75,2.28,65,4
453,32.25,2.28,9.5,3.91,11.0,2.0,65,4
454,37.0,3.0,15.75,1.3,17.5,3.77,65,4
455,30.0,11.02,12.25,3.49,18.0,4.64,65,4
456,26.75,6.8,14.5,4.92,14.0,5.7,65,4
457,28.5,3.35,21.25,2.17,13.25,3.27,65,4
458,37.0,3.24,13.75,5.49,15.75,2.68,65,4
459,35.25,1.3,19.67,1.25,11.67,4.99,65,4
460,38.0,2.12,13.5,1.5,15.33,2.87,65,4
461,35.0,6.36,12.0,3.0,13.5,6.87,65,4
462,25.67,1.7,13.25,2.38,18.0,0.82,65,4
463,34.5,8.02,17.5,2.5,13.5,4.61,65,4
464,36.75,1.3,14.25,5.54,14.5,3.57,65,4
465,37.67,1.25,14.0,2.16,18.25,2.17,65,4
466,38.75,5.36,16.5,2.69,15.75,4.97,65,4
467,35.75,7.26,15.5,2.6,17.5,5.17,65,4
468,26.75,6.87,17.0,2.45,19.0,3.67,65,4
469,44.0,4.32,12.33,2.05,13.5,1.5,65,4
470,36.2,3.43,17.6,5.04,12.0,4.52,65,4
471,37.5,6.58,15.33,1.89,15.67,2.62,65,4
472,33.0,7.97,14.67,1.25,17.0,4.85,65,4
473,33.0,2.16,15.25,2.59,17.33,4.99,65,4
474,33.33,4.03,13.0,7.0,15.25,5.76,65,4
475,42.5,3.35,15.25,3.7,12.25,3.27,65,4
476,39.33,0.47,10.0,2.16,7.0,4.85,65,4
477,39.25,2.49,12.5,1.66,10.75,4.49,65,4
478,40.0,8.22,15.75,2.05,14.0,4.42,65,4
1,37.75,8.93,16.25,5.07,17.0,4.36,66,4
2,35.25,2.49,11.33,4.92,13.67,2.36,66,4
3,38.33,3.86,19.25,1.48,18.67,2.05,66,4
4,40.5,3.57,17.5,1.8,16.0,6.2,66,4
5,30.0,0.0,19.67,1.89,16.75,3.42,66,4
6,34.0,3.39,15.25,3.27,19.25,4.76,66,4
7,42.25,4.76,14.75,1.79,18.0,0.71,66,4
8,35.25,3.27,20.25,2.28,15.5,1.8,66,4
9,37.75,6.8,15.75,2.05,13.25,5.89,66,4
10,40.0,9.25,14.25,3.34,14.25,4.82,66,4
11,31.25,2.49,14.67,3.77,19.5,1.5,66,4
12,34.5,4.97,15.25,1.09,16.5,3.2,66,4
13,42.67,3.09,17.0,3.74,14.25,0.83,66,4
14,37.0,1.22,13.33,2.62,12.5,1.5,66,4
15,37.67,2.36,16.5,1.8,17.0,4.08,66,4
16,38.25,6.83,14.25,2.59,18.75,1.79,66,4
17,31.75,4.6,15.5,2.69,17.75,4.92,66,4
18,34.5,3.35,12.0,0.0,17.5,4.27,66,4
19,39.25,6.34,15.25,3.49,13.75,2.28,66,4
20,34.75,2.38,16.25,4.71,15.25,2.17,66,4
21,38.0,1.41,17.33,3.09,20.75,1.92,66,4
22,43.0,3.27,15.75,2.49,16.25,2.68,66,4
23,33.25,3.27,9.67,2.62,12.5,7.7,66,4
24,32.25,3.9,14.25,2.77,20.5,1.5,66,4
25,41.5,5.12,12.25,2.49,14.75,3.77,66,4
26,37.0,1.22,17.25,3.27,15.25,2.59,66,4
27,37.75,2.77,16.5,5.32,13.25,5.07,66,4
28,39.25,9.55,13.25,3.03,13.25,6.94,66,4
